video_id,title,category_id,category_name,upload_date,upload_hour,upload_day,title_length,description_length,tag_count,duration_seconds,views,likes,dislikes,comments,like_view_ratio,comment_view_ratio,has_face_thumbnail,thumbnail_brightness,has_text_thumbnail,trending,duration_minutes,is_weekend,is_prime_time,optimal_tags,optimal_title
vid_00118,vs Review Top Tutorial Real Viral Top Inside Expos,28,Science & Technology,2023-05-10 08:00:00,0,6,50,2997,19,2036,148824.0,4756.0,58,1837.0,0.032,0.012343,0,83,0,0,33.93,1,0,0,1
vid_00119,Challenge Guide Tutorial Explained Ultimate Amazing Secret Challenge vs Top New Exposed Last Tutor,17,Sports,2023-01-11 12:00:00,15,6,98,3259,8,2569,70468.0,6423.0,209,203.0,0.0911,0.002881,0,82,1,0,42.82,1,0,1,0
vid_00120,Viral Reaction Amazing Review Why Tutorial Viral Real Why How Amaz,20,Gaming,2023-11-18 20:00:00,22,2,66,2202,6,3486,532301.0,42220.0,770,6524.0,0.0793,0.012256,1,141,1,1,58.1,0,0,0,0
vid_00121,New Top Explained Amazing Amazing,28,Science & Technology,2023-09-22 16:00:00,22,1,33,4691,3,1249,1431850.0,64805.0,2609,7483.0,0.0453,0.005226,1,145,1,1,20.82,0,0,0,0
vid_00122,2024 Reaction Last Guide Real Tutorial Best Guide Top Expl,20,Gaming,2023-08-03 20:00:00,23,6,58,4255,18,784,1268938.0,131427.0,10456,9732.0,0.1036,0.007669,0,227,1,1,13.07,1,0,0,1
vid_00123,Breaking Amazing Top ,20,Gaming,2023-03-28 12:00:00,4,3,21,594,21,2377,5205.0,328.0,24,98.0,0.063,0.018824,0,197,1,0,39.62,0,0,0,0
vid_00124,Ultimate Breaking Reaction Exposed Last Tutorial Guide Cha,17,Sports,2023-02-11 20:00:00,2,5,58,2451,18,844,170373.0,9616.0,624,503.0,0.0564,0.002952,1,217,1,0,14.07,1,0,0,1
vid_00125,Exposed Breaking Viral Viral Real Exposed Best vs Secret Challenge Official Last G,20,Gaming,2023-02-02 04:00:00,11,3,82,4888,5,2624,4052969.0,423661.0,36742,58674.0,0.1045,0.014477,1,144,0,1,43.73,0,0,0,0
vid_00126,Last Challenge New Last Breaking Challenge React,23,Comedy,2023-10-18 20:00:00,7,6,48,2414,26,756,1007629.0,88134.0,3118,18816.0,0.0875,0.018674,1,235,0,1,12.6,1,0,0,1
vid_00127,Exposed Best Amazing Best Why Why Top Best Breaking vs Last Secret 2024 Breaking,10,Music,2023-09-08 20:00:00,21,5,80,1339,12,760,92419.0,10244.0,918,1223.0,0.1108,0.013233,1,208,0,0,12.67,1,1,1,0
vid_00128,Explained Secret Reaction vs How Ultimate vs Ultimate Top Real Last Real Real Last ,23,Comedy,2023-04-13 16:00:00,2,4,83,3815,10,857,5713942.0,495338.0,22751,8883.0,0.0867,0.001555,1,87,0,1,14.28,0,0,1,0
vid_00129,Challenge Why First vs Last Best Amazing 2024 Real First Secret Best ,10,Music,2023-01-11 04:00:00,0,3,69,1925,12,2679,3015080.0,291478.0,13431,89186.0,0.0967,0.02958,0,222,1,1,44.65,0,0,1,0
vid_00130,Best Why Viral 2024 Vira,26,Howto & Style,2023-03-18 12:00:00,2,1,24,4478,12,1361,311276.0,32771.0,1523,3625.0,0.1053,0.011646,0,90,1,0,22.68,0,0,1,0
vid_00131,Tutorial New How New Last Challenge Guide Inside New Exp,26,Howto & Style,2023-11-08 20:00:00,4,1,56,4737,27,2076,2369882.0,82771.0,1558,55878.0,0.0349,0.023578,0,186,0,1,34.6,0,0,0,1
vid_00132,Guide Inside Review Challenge Viral How Official How Ch,20,Gaming,2023-04-01 16:00:00,14,3,55,832,24,3353,17802877.0,1777517.0,173830,185928.0,0.0998,0.010444,0,186,0,1,55.88,0,0,0,1
vid_00133,Viral Amazing Secret Best Last Exposed Review Viral Top Challenge Tutorial Amazing 2024 Vir,27,Education,2023-03-27 04:00:00,13,6,91,589,21,3109,76257.0,6499.0,146,1126.0,0.0852,0.014766,1,240,0,0,51.82,1,0,0,0
vid_00134,Ultimate Breaking Top Breaking New Best Last Exposed How Exposed Amazing Best Top v,27,Education,2023-10-29 20:00:00,2,1,83,2832,27,2845,1382722.0,50131.0,2039,16959.0,0.0363,0.012265,1,128,0,1,47.42,0,0,0,0
vid_00135,2024 Explained Challenge,10,Music,2023-10-02 20:00:00,0,4,24,2718,19,904,18155107.0,1375649.0,53288,198501.0,0.0758,0.010934,1,254,0,1,15.07,0,0,0,0
vid_00136,Explained Reaction vs Ne,28,Science & Technology,2023-11-10 12:00:00,4,0,24,4764,14,3309,1977880.0,74014.0,1237,3231.0,0.0374,0.001634,1,177,1,1,55.15,0,0,1,0
vid_00137,Review Amazing How Explained Amazing Best Tutorial Official Tutorial Insid,17,Sports,2023-08-09 16:00:00,22,6,74,3987,20,3014,130858.0,12593.0,298,1497.0,0.0962,0.01144,1,71,1,0,50.23,1,0,0,0
vid_00138,Last Last Review vs Secret Real How Best Secret Breaking Why Revi,20,Gaming,2023-07-17 16:00:00,13,4,65,3006,12,2208,816159.0,64627.0,907,21869.0,0.0792,0.026795,0,65,0,1,36.8,0,0,1,0
vid_00139,Amazing Best Secret Secret First Of,17,Sports,2023-10-10 08:00:00,6,5,35,3772,21,2033,5208434.0,603249.0,21907,109488.0,0.1158,0.021021,0,81,0,1,33.88,1,0,0,0
vid_00140,How Best Real Inside L,23,Comedy,2023-04-28 00:00:00,8,4,22,3917,10,1707,85300.0,3964.0,348,445.0,0.0465,0.005217,0,243,1,0,28.45,0,0,1,0
vid_00141,vs Ultimate Explained Top Last Amazing Real Breaking Inside Tutorial Challenge ,27,Education,2023-03-11 08:00:00,14,6,79,1883,18,637,419083.0,35430.0,1436,7603.0,0.0845,0.018142,0,191,1,0,10.62,1,0,0,0
vid_00142,First Real How New vs Amazing Last Reaction Top Explained Guide vs Why Inside Reaction Last ,25,News & Politics,2023-06-19 12:00:00,14,5,92,2196,7,2103,285423.0,13997.0,295,7670.0,0.049,0.026872,0,87,1,0,35.05,1,0,0,0
vid_00143,Explained Best Explained Tutorial Breaking First First vs Tutorial How Top vs Challenge Secret Tuto,23,Comedy,2023-02-04 20:00:00,9,6,99,2220,19,1507,163279.0,13922.0,948,3478.0,0.0853,0.021301,1,147,0,0,25.12,1,0,0,0
vid_00144,Secret Reaction Inside Real Challenge Reacti,23,Comedy,2023-07-10 12:00:00,12,1,44,3441,7,664,864468.0,82157.0,8190,4591.0,0.095,0.005311,1,185,1,1,11.07,0,0,0,1
vid_00145,Viral Real Challenge Amazing Best Why How Challenge Why Exposed Viral Secret First Reaction Review ,10,Music,2023-10-07 04:00:00,18,0,99,1666,9,1239,713016.0,67741.0,2093,18657.0,0.095,0.026166,1,70,0,1,20.65,0,1,1,0
vid_00146,New Secret vs Review Exposed Inside Amazing Secret Ultimate Fir,24,Entertainment,2023-09-06 00:00:00,6,6,63,4667,25,513,1619765.0,167413.0,5886,15784.0,0.1034,0.009745,1,105,0,1,8.55,1,0,0,0
vid_00147,Explained Inside Breaki,23,Comedy,2023-06-27 12:00:00,16,6,23,966,15,2757,4760334.0,508496.0,49561,67445.0,0.1068,0.014168,1,95,1,1,45.95,1,0,1,0
vid_00148,Real Amazing Inside Ultimate Gu,20,Gaming,2023-01-24 00:00:00,19,1,31,4862,18,1104,62652.0,2315.0,60,1018.0,0.0369,0.016248,0,92,1,0,18.4,0,1,0,0
vid_00149,Challenge Exposed Secret Top Amazing New Amazing How Guide Explained Explained Ulti,22,People & Blogs,2023-10-03 08:00:00,3,2,83,2806,25,1944,499596.0,30422.0,1703,12821.0,0.0609,0.025663,0,169,1,0,32.4,0,0,0,0
vid_00150,Last Breaking How Last Exposed Best Inside Viral Viral Guide Amazing Tut,22,People & Blogs,2023-02-22 00:00:00,4,1,72,1986,22,2082,402066.0,36926.0,1165,11264.0,0.0918,0.028015,0,95,0,0,34.7,0,0,0,0
vid_00151,Best Amazing Best vs Inside Challenge Tutorial Challenge Amazing Last R,20,Gaming,2023-10-26 08:00:00,22,5,71,4092,10,618,880484.0,65924.0,6191,24618.0,0.0749,0.02796,1,97,1,1,10.3,1,0,1,0
vid_00152,Real Review Official Best vs Exposed Ultimate Real Viral Amazing Exposed Las,24,Entertainment,2023-10-22 04:00:00,6,1,76,3141,12,3261,593762.0,28002.0,2753,730.0,0.0472,0.001229,1,247,1,1,54.35,0,0,1,0
vid_00153,Inside Secret Explained Explained First Amazing Exposed First Brea,24,Entertainment,2023-05-18 00:00:00,12,1,66,4705,27,2285,87078.0,6943.0,578,2415.0,0.0797,0.027733,1,133,0,0,38.08,0,0,0,0
vid_00154,Top Challenge Best vs Official 2024 Exposed Exposed Review Review Breaking ,10,Music,2023-03-13 00:00:00,14,0,75,1018,8,2334,8373918.0,558282.0,21399,21581.0,0.0667,0.002577,1,80,1,1,38.9,0,0,1,0
vid_00155,Best Breaking First Top Tutorial Viral Reaction Guide ,27,Education,2023-04-07 12:00:00,10,1,54,3414,19,1258,14370386.0,935561.0,43329,125129.0,0.0651,0.008707,0,210,1,1,20.97,0,0,0,1
vid_00156,Official Best Viral 2024 Best Secret Amazing Last Tu,17,Sports,2023-01-25 08:00:00,3,6,52,3253,23,2003,1497746.0,154084.0,4901,23866.0,0.1029,0.015935,1,221,0,1,33.38,1,0,0,1
vid_00157,Ultimate Official Top Ultimate Official vs Real First New,24,Entertainment,2023-08-05 04:00:00,12,0,57,939,18,2088,1428153.0,95234.0,8587,21304.0,0.0667,0.014917,0,120,0,1,34.8,0,0,0,1
vid_00158,New Amazing Amazing Official Last Top Why 2024 Explained Why Reaction Secret ,25,News & Politics,2023-11-02 00:00:00,6,3,77,842,15,978,772951.0,25028.0,2310,14327.0,0.0324,0.018535,1,57,0,1,16.3,0,0,1,0
vid_00159,Ultimate vs Viral 2024 Inside Vir,10,Music,2023-07-08 12:00:00,18,2,33,3508,6,2085,3544961.0,124873.0,5956,52833.0,0.0352,0.014904,0,250,0,1,34.75,0,1,0,0
vid_00160,vs Why Review Guide Viral Explained Review Inside New Amazing In,26,Howto & Style,2023-04-29 08:00:00,21,0,64,1031,18,3510,8764.0,938.0,64,246.0,0.107,0.028066,1,179,0,0,58.5,0,1,0,0
vid_00161,Viral Last Explained Real Reaction Amazing Secr,28,Science & Technology,2023-06-21 20:00:00,1,5,47,3581,11,3013,666928.0,77666.0,1933,5319.0,0.1165,0.007975,1,194,1,1,50.22,1,0,1,1
vid_00162,Tutorial Why Ultimate Chall,26,Howto & Style,2023-10-05 08:00:00,9,3,27,3579,14,2109,189394.0,17416.0,855,1694.0,0.092,0.008944,0,101,1,0,35.15,0,0,1,0
vid_00163,Explained Exposed Tutorial Explained Explained Inside Inside Reaction Last First Best Top Of,10,Music,2023-11-22 16:00:00,12,0,92,851,22,2037,575199.0,36118.0,2413,15933.0,0.0628,0.0277,0,94,0,1,33.95,0,0,0,0
vid_00164,Best Breaking New Guide First Review Exposed Amazing Best Ultimate Real Tuto,23,Comedy,2023-03-16 12:00:00,20,0,76,92,13,2617,6109070.0,699329.0,31250,19704.0,0.1145,0.003225,1,86,1,1,43.62,0,1,1,0
vid_00165,New Breaking New Exposed Why Top Reaction Breaking Breaki,17,Sports,2023-02-23 12:00:00,5,2,57,3399,10,1771,604338.0,54180.0,2285,11287.0,0.0897,0.018677,0,219,1,1,29.52,0,0,1,1
vid_00166,First Amazing Best Review Challenge Viral Reaction vs Ultimate ,28,Science & Technology,2023-04-19 20:00:00,11,6,63,1827,25,3082,265899.0,28182.0,284,5522.0,0.106,0.020767,1,93,0,0,51.37,1,0,0,0
vid_00167,Secret Breaking vs Explained Secret Inside vs Insi,26,Howto & Style,2023-08-13 00:00:00,11,5,50,3251,9,416,53716.0,5313.0,437,841.0,0.0989,0.015656,1,166,0,0,6.93,1,0,1,1
vid_00168,Tutorial Why Exposed vs ,28,Science & Technology,2023-07-11 08:00:00,19,4,24,399,26,1281,508780.0,32624.0,2937,10751.0,0.0641,0.021131,0,87,0,1,21.35,0,1,0,0
vid_00169,First New Official A,25,News & Politics,2023-11-10 16:00:00,10,4,20,1617,10,2717,2047607.0,149645.0,14553,12305.0,0.0731,0.006009,1,148,1,1,45.28,0,0,1,0
vid_00170,Explained Best Inside Viral Real Top Best Top Best Inside Challenge Sec,25,News & Politics,2023-06-27 08:00:00,22,0,71,1179,5,1820,111949.0,5233.0,391,2880.0,0.0467,0.025726,1,173,0,0,30.33,0,0,0,0
vid_00171,Challenge Real ,25,News & Politics,2023-04-11 08:00:00,6,1,15,3009,1,1528,12015.0,676.0,40,60.0,0.0563,0.004993,0,55,1,0,25.47,0,0,0,0
vid_00172,Inside Secret Viral vs Exposed Explained Explained Best Reaction Breaking Review Best,10,Music,2023-07-08 16:00:00,0,5,85,3837,10,236,33913340.04999998,2775455.4299999997,125361,462094.0,0.1,0.012624,1,117,1,1,3.93,1,0,1,0
vid_00173,Best 2024 Exposed Official Explained 2024 Best First How Secret First Vi,17,Sports,2023-09-15 12:00:00,0,3,72,1830,18,3419,930128.0,102740.0,10267,2960.0,0.1105,0.003182,1,228,1,1,56.98,0,0,0,0
vid_00174,Official Why Guide Challenge Challe,10,Music,2023-04-05 04:00:00,19,1,35,633,5,1848,478017.0,45507.0,2870,8036.0,0.0952,0.016811,1,150,1,0,30.8,0,1,0,0
vid_00175,Ultimate Tutorial Guide Guide Challenge vs Viral Breaking Real Challenge vs Best Explained How,22,People & Blogs,2023-05-13 00:00:00,12,1,94,4577,13,1810,7466029.0,536550.0,38258,152475.0,0.0719,0.020423,1,212,0,1,30.17,0,0,1,0
vid_00176,2024 Tutorial Real Guide Real Official How Secret Top New Challenge Re,23,Comedy,2023-11-25 16:00:00,8,5,70,3427,19,2634,570725.0,21565.0,1540,16148.0,0.0378,0.028294,0,235,1,1,43.9,1,0,0,0
vid_00177,New Secret Best First Top Secret N,23,Comedy,2023-09-09 04:00:00,2,6,34,3451,5,2425,4865389.0,170898.0,14709,109182.0,0.0351,0.022441,0,234,0,1,40.42,1,0,0,0
vid_00178,vs vs Ultimate vs How Inside Official Exposed Best Reaction Secret A,25,News & Politics,2023-05-10 16:00:00,6,0,68,3235,16,822,4170098.0,265590.0,2887,69607.0,0.0637,0.016692,0,250,1,1,13.7,0,0,0,0
vid_00179,Guide New Secret First Best Reaction Ul,22,People & Blogs,2023-10-28 00:00:00,5,0,39,2244,9,2311,61569.0,4417.0,131,1726.0,0.0717,0.028033,1,183,0,0,38.52,0,0,1,0
vid_00180,vs Tutorial Ultimate Best Why Review Break,24,Entertainment,2023-06-26 04:00:00,7,0,42,1212,27,1754,1113812.0,94474.0,6603,16567.0,0.0848,0.014874,0,62,0,1,29.23,0,0,0,1
vid_00181,Tutorial Top Last C,24,Entertainment,2023-04-26 16:00:00,8,0,19,348,0,3145,9874973.0,302016.0,27351,170589.0,0.0306,0.017275,0,236,0,1,52.42,0,0,0,0
vid_00182,Inside vs Explained Breaking Top Fi,25,News & Politics,2023-09-02 00:00:00,4,4,35,3397,2,1035,73308.0,8729.0,625,1340.0,0.1191,0.018279,0,79,1,0,17.25,0,0,0,0
vid_00183,New Challenge Review Best 2024 T,26,Howto & Style,2023-01-21 12:00:00,0,0,32,1989,7,2814,86187.0,5408.0,255,1110.0,0.0627,0.012879,1,149,1,0,46.9,0,0,0,0
vid_00184,New Review Inside Challenge Real Challenge Secret 2024 Last F,10,Music,2023-07-22 20:00:00,18,4,61,838,7,971,142273.0,15127.0,643,3601.0,0.1063,0.02531,0,51,1,0,16.18,0,1,0,0
vid_00185,Breaking Last Challenge How Secret Viral How Last Explained Last Inside Viral Tutori,25,News & Politics,2023-04-09 20:00:00,9,4,84,4995,26,1195,2197329.0,171714.0,13121,13997.0,0.0781,0.00637,0,107,0,1,19.92,0,0,0,0
vid_00186,Inside Breaking New Challenge Guide Why First Why Real How Guide First ,27,Education,2023-05-12 20:00:00,11,6,71,2939,19,2253,848865.0,35431.0,2717,14507.0,0.0417,0.01709,1,85,1,1,37.55,1,0,0,0
vid_00187,First Tutorial Reaction Official ,28,Science & Technology,2023-10-22 08:00:00,23,0,33,1427,21,1707,15604.0,1588.0,102,342.0,0.1018,0.021916,1,121,1,0,28.45,0,0,0,0
vid_00188,Official Why Amazing Review New Secret Official Viral Inside Last Secret Tutori,23,Comedy,2023-08-26 12:00:00,14,2,79,1999,14,478,1127807.0,105883.0,3836,30693.0,0.0939,0.027215,1,222,1,1,7.97,0,0,1,0
vid_00189,Reaction How Offi,24,Entertainment,2023-07-18 20:00:00,21,3,17,3322,23,621,452608.0,35063.0,3270,12054.0,0.0775,0.026632,1,186,0,0,10.35,0,1,0,0
vid_00190,Best Viral First Best Last Best New Review vs Breaking A,20,Gaming,2023-09-09 00:00:00,23,1,56,927,6,111,457243.0,34892.0,2081,7203.0,0.0763,0.015753,1,175,1,0,1.85,0,0,0,1
vid_00191,Challenge Tutorial Ultimate New Gui,24,Entertainment,2023-10-11 08:00:00,8,4,35,3792,10,2212,135325.0,5125.0,415,2659.0,0.0379,0.019649,1,242,1,0,36.87,0,0,1,0
vid_00192,Viral Tutorial Last Top First Challenge Ultimate vs In,23,Comedy,2023-07-24 20:00:00,19,5,54,1627,6,2933,1275241.0,113530.0,3325,15854.0,0.089,0.012432,0,126,0,1,48.88,1,1,0,1
vid_00193,Last How Last Last Breaking Amazing Real Last Last vs First First Top Exposed Rea,28,Science & Technology,2023-07-17 20:00:00,16,5,81,3189,28,3278,2930914.0,328297.0,13448,42724.0,0.112,0.014577,0,99,0,1,54.63,1,0,0,0
vid_00194,2024 Guide New Why Tutorial Ultimate In,23,Comedy,2023-04-27 20:00:00,16,3,39,2542,3,1436,160206.0,6150.0,545,4370.0,0.0384,0.027277,1,81,0,0,23.93,0,0,0,0
vid_00195,Challenge Breaking New Viral Top Guide 2024 Best Top First Inside Exp,20,Gaming,2023-01-11 16:00:00,19,5,69,2805,24,3344,34467.0,1851.0,26,964.0,0.0537,0.027968,1,147,0,0,55.73,1,1,0,0
vid_00196,Real New Review Review Reaction Review How Why Exposed How Real Viral Challenge Secret Amazing vs ,25,News & Politics,2023-04-24 16:00:00,11,2,98,1953,11,3242,307648.0,34212.0,1919,8296.0,0.1112,0.026966,0,92,0,0,54.03,0,0,1,0
vid_00197,Last Review Review Explained Amazing Best Guide Viral Breaking Off,22,People & Blogs,2023-03-28 16:00:00,6,5,66,1432,25,1510,1984897.0,110342.0,5887,9949.0,0.0556,0.005012,1,174,0,1,25.17,1,0,0,0
vid_00198,First Guide Why Exposed Ultimate Secret Why Inside New vs ,20,Gaming,2023-07-13 04:00:00,1,1,58,4290,5,2517,262291.0,23305.0,1808,6728.0,0.0889,0.025651,1,144,1,0,41.95,0,0,0,1
vid_00199,Best vs New First How Challenge How Secret Real Reaction Top Why vs Best Top Guide Secret 2024 How ,23,Comedy,2023-09-12 04:00:00,2,1,99,2372,13,1109,35836.0,2799.0,99,1021.0,0.0781,0.02849,0,127,1,0,18.48,0,0,1,0
vid_00200,Top Viral Tutorial New Guide Reaction First Viral 2024 Explained First,23,Comedy,2023-03-23 04:00:00,16,4,70,2606,11,2774,2411888.0,201801.0,5996,27679.0,0.0837,0.011476,1,103,0,1,46.23,0,0,1,0
vid_00201,New Top Breaking New First Explained How First First Top Ultimate New,27,Education,2023-10-22 16:00:00,4,0,69,1911,10,448,7800590.0,525923.0,49095,125127.0,0.0674,0.016041,1,96,1,1,7.47,0,0,1,0
vid_00202,Best Secret Breaking Best Top Viral Breaking Why Why Guide First Last Best Best Guid,27,Education,2023-02-19 04:00:00,16,6,84,1916,18,117,458643.0,26142.0,1606,10821.0,0.057,0.023593,0,63,0,0,1.95,1,0,0,0
vid_00203,Viral How Challenge Real Ultimate Top Review Why Inside Reaction Secret Last Amazing Explai,17,Sports,2023-01-28 12:00:00,23,2,91,4097,20,2733,24577.0,844.0,16,425.0,0.0343,0.017292,0,225,1,0,45.55,0,0,0,0
vid_00204,Best First Exposed First Why Tutorial First Real How Explained New Real New Tutorial Ex,27,Education,2023-03-03 16:00:00,16,4,87,3225,4,3109,249672.0,24214.0,662,7442.0,0.097,0.029807,0,104,0,0,51.82,0,0,0,0
vid_00205,Viral Official First Inside Official Real Ultimate New Ultimate Last Real Exposed Tutorial Real,10,Music,2023-07-07 04:00:00,16,2,95,1148,13,3578,697383.0,67749.0,6767,9913.0,0.0971,0.014215,0,206,0,1,59.63,0,0,1,0
vid_00206,Reaction Amazing Ultimate Exposed Amazing Exposed Breaking Best Best Ultimate Of,22,People & Blogs,2023-03-07 04:00:00,1,0,80,1784,20,244,103003.0,9307.0,256,2235.0,0.0904,0.021698,0,224,1,0,4.07,0,0,0,0
vid_00207,Why New Secret Last Breaking Real,28,Science & Technology,2023-10-20 00:00:00,1,5,33,4713,23,1788,1454003.0,127846.0,8302,34874.0,0.0879,0.023985,1,112,1,1,29.8,1,0,0,0
vid_00208,Explained Exposed vs Tutorial Inside How How New Inside Viral Best Reaction Ultimate Official Las,20,Gaming,2023-02-25 20:00:00,21,5,97,3466,15,2629,166893.0,8667.0,414,2558.0,0.0519,0.015327,1,68,1,0,43.82,1,1,1,0
vid_00209,First Best Review Rea,23,Comedy,2023-02-11 00:00:00,22,6,21,4676,24,1550,532793.0,17055.0,1529,13774.0,0.032,0.025852,1,140,1,1,25.83,1,0,0,0
vid_00210,Top Inside How Amazing Guide Secret Real Breaking Official Review 2024 Best R,17,Sports,2023-08-17 04:00:00,4,0,77,730,12,1747,404781.0,41605.0,3243,6815.0,0.1028,0.016836,1,186,1,0,29.12,0,0,1,0
vid_00211,Official How Viral Viral Ultimate Secret Last Explained ,17,Sports,2023-03-25 04:00:00,0,4,56,2120,24,2580,1695706.0,125825.0,8018,21938.0,0.0742,0.012937,1,150,1,1,43.0,0,0,0,1
vid_00212,Review Best Ultimate Breaking vs Exposed Explained Last ,28,Science & Technology,2023-09-03 04:00:00,0,6,56,4874,28,2776,474313.0,27327.0,299,1957.0,0.0576,0.004126,0,86,1,0,46.27,1,0,0,1
vid_00213,Breaking Explained New Last Top Amazing Explained Review Guide Explained ,22,People & Blogs,2023-06-20 20:00:00,18,0,73,1779,21,2322,500091.0,19590.0,1747,6205.0,0.0392,0.012408,1,156,1,1,38.7,0,1,0,0
vid_00214,Amazing Real 2024 Amazing New Amaz,20,Gaming,2023-01-20 20:00:00,1,3,34,2241,21,1531,119921.0,4274.0,213,2672.0,0.0356,0.022281,1,141,0,0,25.52,0,0,0,0
vid_00215,Real Inside Viral Amazing Guide Ultimate Reaction Last Review vs Challenge Best Best Se,24,Entertainment,2023-05-10 04:00:00,20,1,87,717,24,338,758286.0,46557.0,4369,21017.0,0.0614,0.027716,1,101,1,1,5.63,0,1,0,0
vid_00216,vs Challenge Real Ultimate Expo,27,Education,2023-04-08 00:00:00,11,6,31,1662,19,260,318502.0,32622.0,1781,2643.0,0.1024,0.008298,1,234,1,0,4.33,1,0,0,0
vid_00217,Challenge Guide Review Viral Review React,25,News & Politics,2023-06-01 16:00:00,5,6,41,730,21,3484,116787.0,13160.0,953,1319.0,0.1127,0.011294,1,77,0,0,58.07,1,0,0,1
vid_00218,Why Explained Amazing Real Real First Explained Guide New vs ,17,Sports,2023-06-22 04:00:00,22,4,61,1022,3,184,589531.0,65265.0,1059,3221.0,0.1107,0.005464,0,85,0,1,3.07,0,0,0,0
vid_00219,Breaking Best Vi,27,Education,2023-08-01 12:00:00,3,2,16,2896,10,1228,1175532.0,132600.0,10218,24722.0,0.1128,0.02103,1,165,0,1,20.47,0,0,1,0
vid_00220,First First 2024 How Tutorial Best Guide Guide Why Top How Ultimate Amazing A,27,Education,2023-03-14 04:00:00,22,3,77,2182,16,2925,276683.0,30904.0,1249,7981.0,0.1117,0.028845,1,113,0,0,48.75,0,0,0,0
vid_00221,Breaking Review First Inside Inside 2024 How Tutorial Exposed New Best Tutor,10,Music,2023-01-06 12:00:00,10,4,76,2513,6,144,2721208.0,210758.0,8772,53301.0,0.0775,0.019587,1,67,1,1,2.4,0,0,0,0
vid_00222,Secret Guide Review Real Reaction,22,People & Blogs,2023-01-08 08:00:00,23,0,33,2579,13,1443,981891.0,48846.0,1010,18553.0,0.0497,0.018895,1,138,1,1,24.05,0,0,1,0
vid_00223,Top Guide Official Real Reactio,25,News & Politics,2023-11-16 04:00:00,16,0,31,2553,25,340,50453.0,5137.0,119,860.0,0.1018,0.017045,1,212,0,0,5.67,0,0,0,0
vid_00224,Reaction Best vs 2024 Breaking New Official Tutorial Real Top Top Amazing New Ultim,24,Entertainment,2023-11-24 08:00:00,5,0,83,4972,10,1022,6779354.0,333775.0,8917,24169.0,0.0492,0.003565,1,245,0,1,17.03,0,0,1,0
vid_00225,Tutorial Viral Breaking Ultimate New Challenge Guide ,23,Comedy,2023-05-20 16:00:00,23,0,53,4442,27,2377,1935522.0,104612.0,4136,42882.0,0.054,0.022155,0,127,1,1,39.62,0,0,0,1
vid_00226,Amazing Guide How Why Ultimate Viral 2024 Explained First Real Guide Reaction New Top Real Ultim,10,Music,2023-11-29 12:00:00,4,2,96,3233,21,1071,3088073.0,157469.0,14215,57004.0,0.051,0.018459,1,216,1,1,17.85,0,0,0,0
vid_00227,Reaction Secret Last Best Real 2024 Reaction 2024 Best Ultimate First Reaction Offici,27,Education,2023-09-16 20:00:00,19,3,85,4083,8,2861,1528347.0,116686.0,5034,30846.0,0.0763,0.020183,0,139,1,1,47.68,0,1,1,0
vid_00228,Challenge Challenge Ultimate Best Viral Guide Last Amazing Reaction Inside Best Challenge vs Ex,27,Education,2023-07-26 00:00:00,1,5,95,3217,22,41,6581.0,388.0,29,178.0,0.0589,0.027043,0,57,1,0,0.68,1,0,0,0
vid_00229,Viral Last Top Challenge Guide Breaking Exposed Top R,26,Howto & Style,2023-07-05 04:00:00,5,1,53,3047,12,1457,4799905.0,210591.0,3674,113925.0,0.0439,0.023735,1,64,0,1,24.28,0,0,1,1
